id,name,city,province,lat,lng,nature,wildlife,culture,adventure,beach,food,shopping,history,religious,activityCost,visitDuration,popularity,recommendedSeason,description
kalawewa_tank,Kala Wewa & Vijithapura,Kekirawa,North Central,8.0167,80.5333,5,3,3,2,1,1,1,4,1,0,3.0,83,Year round,Huge 5th-century reservoir built by King Dhatusena.
hurulu_ecopark,Hurulu Eco Park Safari,Habarana,North Central,8.0833,80.8,5,5,1,3,1,1,1,1,1,10000,4.0,86,Year round,Biosphere reserve safari park for wild elephant encounters.
namal_uyana,Jethawanaramaya Ironwood Forest (Namal Uyana),Galkiriyagama,North Central,7.9167,80.6,5,2,3,3,1,1,1,4,2,1000,3.0,79,Year round,Largest pink quartz mountain range and ironwood forest in South Asia.
resvehera_statue,Reswehera (Sasseruwa) Buddha Statue,Meegalewa,North Central,7.9833,80.3833,3,1,5,2,1,1,1,5,4,500,2.5,78,Year round,12m standing rock Buddha statue carved in tandem with Avukana.
somawathiya_stupa,Somawathiya Sacred Stupa,Polonnaruwa,North Central,8.2333,81.1667,3,4,4,2,1,1,1,5,5,500,3.0,85,Year round,Isolated forest stupa in Sungavila enshrinining Buddha's right tooth relic.
dimbulagala_monastery,Dimbulagala Forest Monastery,Manampitiya,North Central,7.85,81.1333,4,2,4,3,1,1,1,5,4,500,3.0,77,Year round,Mountain forest hermitage with ancient cave inscriptions.
tammannawa_forest,Tammannawa Forest Hermitage,Mihintale,North Central,8.3333,80.5333,4,2,3,2,1,1,1,4,3,0,2.0,72,Year round,Quiet Buddhist forest retreat near Mihintale.
angamedilla_park,Angamedilla National Park,Polonnaruwa,North Central,7.9,80.95,5,4,1,3,1,1,1,2,1,8000,3.5,74,Year round,National park protecting Parakrama Samudra catchment area.
maradankadawala_tank,Maradankadawala Reservoir,Maradankadawala,North Central,8.1333,80.5667,4,2,1,1,1,1,1,2,1,0,2.0,70,Year round,Scenic roadside tank along A9 highway.
medawachchiya_ruins,Medawachchiya Stupa Ruins,Medawachchiya,North Central,8.5333,80.4833,2,1,4,1,1,1,1,4,3,0,1.5,69,Year round,Ancient northern waystation stupa ruins.
epawala_phosphate,Eppawala Ancient Phosphate Rock,Eppawala,North Central,8.15,80.4167,3,1,2,1,1,1,1,3,1,0,1.5,68,Year round,Geological rock formation and agricultural site.
galenbindunuwewa_tank,Galenbindunuwewa Reservoir,Galenbindunuwewa,North Central,8.4,80.6833,4,2,1,1,1,1,1,2,1,0,2.0,67,Year round,Large rural irrigation tank in eastern Anuradhapura.
tirappane_tank,Tirappane Tank & Village,Tirappane,North Central,8.1833,80.4667,4,2,2,1,1,1,1,2,1,0,2.0,71,Year round,Eco-village surrounding an ancient tank system.
habarana_eco_lodge,Habarana Lake Trail,Habarana,North Central,8.0389,80.7528,4,3,2,2,1,2,1,1,1,500,2.0,80,Year round,Village tank walk and bullock cart eco-tours.
giritale_tank,Giritale Tank & Hotel Strip,Giritale,North Central,7.9833,80.9167,4,2,2,2,1,2,1,2,1,0,2.5,78,Year round,7th-century reservoir built by King Agbo II.
kaudulla_tank_view,Kaudulla Reservoir Viewpoint,Hingurakgoda,North Central,8.15,80.9333,4,3,1,2,1,1,1,2,1,0,2.0,75,Aug - Dec,Scenic bund drive along Kaudulla tank.
maduru_oya_north,Maduru Oya Park (North Gate),Manampitiya,North Central,7.65,81.2,5,5,2,3,1,1,1,3,1,10000,4.5,76,Year round,National park protecting ancient sluice gates and Vedda lands.
hingurakgoda_dambulla,Hingurakgoda Countryside,Hingurakgoda,North Central,8.05,80.9833,3,1,1,1,1,2,2,1,1,0,1.5,68,Year round,Paddy farming heartland of North Central province.
wilpattu_nw,Wilpattu National Park (Puttalam Gate),Puttalam,North Western,8.4461,80.0505,5,5,1,4,2,1,1,2,1,14000,6.0,88,Feb - Oct,Main entrance to Sri Lanka's largest safari park.
kalpitiya_peninsula,Kalpitiya Peninsula & Kite Surfing,Kalpitiya,North Western,8.2333,79.7667,4,4,1,5,5,3,1,1,1,8000,4.5,85,Nov - Apr,Kite-surfing capital and dolphin watching peninsula.
yapahuwa_staircase,Yapahuwa Rock Fortress,Kurunegala,North Western,7.8286,80.3164,4,1,5,4,1,1,1,5,2,2000,2.5,83,Year round,13th-century rock citadel with ornamental lion staircase.
munneswaram,Munneswaram Kovil Chilaw,Chilaw,North Western,7.5819,79.8089,1,1,5,1,1,1,1,5,5,500,1.5,79,Year round,Ancient Shiva Kovil associated with Ramayana epic.
ridi_viharaya_temple,Ridi Viharaya (Silver Temple),Kurunegala,North Western,7.5458,80.4636,3,1,5,2,1,1,1,5,4,1000,2.0,77,Year round,Cave temple where silver ore was mined for Ruwanwelisaya.
kurunegala_ethagala,Ethagala (Elephant Rock) Buddha,Kurunegala,North Western,7.4867,80.3647,4,1,4,2,1,2,2,3,4,500,2.0,82,Year round,Massive white Buddha statue atop Elephant Rock overseeing Kurunegala.
anawilundawa_sanctuary,Anawilundawa Ramsar Wetland,Chilaw,North Western,7.7,79.8,5,5,1,2,2,1,1,1,1,1000,3.0,80,Nov - Mar,UNESCO Ramsar sanctuary comprising 7 interconnected ancient tanks.
panduwasnuwara,Panduwasnuwara Ancient Kingdom,Hettipola,North Western,7.6083,80.1833,2,1,5,1,1,1,1,5,1,1000,2.5,76,Year round,12th-century capital ruins of King Parakramabahu I.
dambadeniya_rock,Dambadeniya Rock Fortress,Dambadeniya,North Western,7.3667,80.15,3,1,5,3,1,1,1,5,1,500,2.0,75,Year round,13th-century kingdom rock capital ruins in Kurunegala district.
bathalagoda_wewa,Bathalagoda Tank & Park,Kurunegala,North Western,7.5167,80.4333,4,2,1,2,1,2,1,2,1,0,2.0,73,Year round,Scenic rice research lake surrounded by paddy fields.
puttalam_salt_pans,Puttalam Salt Salterns & Lagoon,Puttalam,North Western,8.0333,79.8333,3,2,1,1,3,1,1,2,1,0,2.0,72,Year round,Expansive salt pans along Puttalam lagoon.
kalpitiya_dutch_fort,Kalpitiya Dutch Fort,Kalpitiya,North Western,8.2389,79.7639,2,1,4,1,3,1,1,5,1,500,1.5,78,Nov - Apr,17th-century coral-stone Dutch fort on Kalpitiya coast.
st_anne_thalawila,St. Anne's Shrine Thalawila,Kalpitiya,North Western,8.0167,79.7167,2,1,4,1,4,1,1,4,5,500,2.0,81,Year round,Famous Roman Catholic seaside pilgrimage shrine in Kalpitiya.
marawila_beach,Marawila Palm Beach,Marawila,North Western,7.4167,79.8167,4,1,1,2,4,3,2,1,1,0,3.0,76,Nov - Apr,Quiet coconut beach strip south of Chilaw.
chilaw_cathedral,Our Lady of Mt. Carmel Cathedral,Chilaw,North Western,7.575,79.7944,1,1,3,1,2,1,1,3,4,0,1.0,71,Year round,Historic Catholic cathedral in Chilaw city.
wariyapola_botanical,Wariyapola Agricultural Park,Wariyapola,North Western,7.6,80.2667,4,1,2,1,1,2,2,1,1,0,2.0,68,Year round,Government agricultural research and garden park.
kudagala_monastery,Kudagala Forest Monastery,Nikaweratiya,North Western,7.75,80.1167,4,1,4,2,1,1,1,4,3,0,2.0,69,Year round,Ancient stone ruins tucked inside Kurunegala forest.
maho_railway,Maho Junction Historic Railway,Maho,North Western,7.8167,80.2667,2,1,3,1,1,1,1,4,1,0,1.5,70,Year round,Colonial rail hub connecting Northern line to Batticaloa.
anamaduwa_paramakanda,Paramakanda Rock Temple,Anamaduwa,North Western,7.9167,80.0167,3,1,4,3,1,1,1,5,3,500,2.0,72,Year round,Ancient cliff temple with rock inscriptions in Puttalam.
tonigala_rock,Tonigala Rock Inscriptions,Anamaduwa,North Western,7.9833,80.0833,2,1,4,1,1,1,1,5,1,0,1.5,71,Year round,Longest rock inscription in Sri Lanka (4th century AD).
wennappuwa_lake,Wennappuwa Lake Park,Wennappuwa,North Western,7.35,79.85,3,1,1,1,1,2,2,1,1,0,1.5,73,Year round,Suburban lake walking park near Marawila.
giriulla_bridge,Giriulla Maha Oya Bridge,Giriulla,North Western,7.3667,80.1167,3,1,1,2,1,2,1,1,1,0,1.5,68,Year round,Bridge crossing over Maha Oya river connecting Western to North Western province.
kuliyapitiya_town,Kuliyapitiya Botanical Nursery,Kuliyapitiya,North Western,7.4667,80.05,3,1,1,1,1,2,2,1,1,0,1.5,67,Year round,Agricultural market town in Kurunegala district.
narammala_betel,Narammala Betel Cultivation Village,Narammala,North Western,7.4333,80.2167,3,1,2,1,1,2,2,1,1,0,1.5,68,Year round,Farming area famous for betel leaf cultivation.
mawathagama_hills,Mawathagama Hill Range,Mawathagama,North Western,7.4333,80.45,4,1,1,3,1,1,1,1,1,0,2.5,71,Year round,Forested hills along Kurunegala-Kandy highway.
galgamuwa_tank,Galgamuwa Wewa,Galgamuwa,North Western,7.9833,80.2833,4,3,1,1,1,1,1,2,1,0,2.0,70,Year round,Elephant corridor tank in northern Kurunegala.
meegalewa_tank,Meegalewa Tank,Meegalewa,North Western,7.9667,80.3333,4,2,1,1,1,1,1,2,1,0,2.0,68,Year round,Rural tank system near Resvehera.
ubariya_swamp,Ubariya Wetland Sanctuary,Puttalam,North Western,8.0,79.9,4,3,1,1,2,1,1,1,1,0,2.0,67,Nov - Mar,Wetland habitat for local waterbirds.
vanathavillu_farm,Vanathavillu Cashew Plantations,Puttalam,North Western,8.1833,79.8667,3,1,1,1,2,2,2,1,1,0,2.0,69,Year round,Expansive cashew farming countryside near Wilpattu.
kudremalai_point,Kudremalai Point (Horse Mountain),Puttalam,North Western,8.5333,79.8667,5,3,3,4,4,1,1,5,1,2000,4.0,74,Feb - Oct,Historic red cliff headland inside Wilpattu where Prince Vijaya landed.
kuchchaveli_salt,Nattandiya Glass Sand Dunes,Nattandiya,North Western,7.4167,79.8667,3,1,1,1,2,1,2,1,1,0,1.5,66,Year round,Industrial silica sand deposit area.
dankotuwa_porcelain,Dankotuwa Porcelain Craft Shops,Dankotuwa,North Western,7.3,79.8833,1,1,3,1,1,2,5,2,1,0,2.0,76,Year round,World-renowned porcelain tableware factory showrooms.
bingiriya_temple,Bingiriya Devagiri Raja Maha Vihara,Bingiriya,North Western,7.5667,80.0667,2,1,5,1,1,1,1,5,4,500,2.0,72,Year round,Ancient temple holding the longest wooden building structure in Sri Lanka.
kaballalena_temple,Kaballalena Cave Temple,Wariyapola,North Western,7.6333,80.2,3,1,4,2,1,1,1,5,3,500,2.0,71,Year round,Cave temple built by King Walagamba.
padeniya_temple,Padeniya Raja Maha Vihara,Padeniya,North Western,7.6833,80.2333,2,1,5,1,1,1,1,5,4,500,2.0,73,Year round,Historic temple famous for carved wooden doors and 28 pillars.
ambanpola_tank,Ambanpola Tank,Ambanpola,North Western,7.8833,80.2333,4,2,1,1,1,1,1,2,1,0,2.0,68,Year round,Irrigation tank along the Kurunegala-Anuradhapura rail line.
munneswaram_sivan,Sivan Kovil Munneswaram,Chilaw,North Western,7.58,79.808,1,1,4,1,1,1,1,4,5,0,1.0,77,Year round,Primary sanctuary of the Munneswaram complex.
manaweriya_temple,Manaweriya Kovil,Chilaw,North Western,7.55,79.82,1,1,4,1,1,1,1,4,4,0,1.0,73,Year round,Ramayana-linked temple near Chilaw.
irakakandi_lagoon,Puttalam Dutch Bay Lagoon,Puttalam,North Western,8.1,79.75,4,3,1,3,4,2,1,1,1,0,3.0,74,Nov - Apr,Scenic lagoon bay popular for boat rides and birding.
gangewadiya,Gangewadiya Kala Oya Estuary,Puttalam,North Western,8.3,79.8333,5,4,1,3,3,1,1,1,1,1000,3.0,72,Feb - Oct,Estuary where Kala Oya empties into the sea at Wilpattu border.
illuvankulam,Illuvankulam Bridge (Wilpattu North),Puttalam,North Western,8.4333,79.9167,4,3,1,2,1,1,1,1,1,0,1.5,71,Feb - Oct,Northern crossing point over Kala Oya river into Wilpattu.
talawila_beach,Talawila Beach,Kalpitiya,North Western,8.01,79.71,4,1,1,2,5,2,1,1,1,0,3.0,78,Nov - Apr,Sandy beach strip adjacent to St. Anne's shrine.
kudawa_beach,Kudawa Kite Beach,Kalpitiya,North Western,8.2167,79.7167,4,1,1,5,5,3,1,1,1,0,4.0,83,May - Oct,Main launch spot for high-wind kite surfing in Kalpitiya.
kandakuliya_beach,Kandakuliya Ocean Reef,Kalpitiya,North Western,8.1667,79.7,4,3,1,4,5,2,1,1,1,1000,3.5,79,Nov - Apr,Offshore bar reef launching spot for diving.
baththalangunduwa,Baththalangunduwa Fishing Island,Kalpitiya,North Western,8.4833,79.75,5,2,2,4,5,1,1,1,1,2000,6.0,84,Nov - Apr,Remote island fishing village popular for wilderness beach camping.
palaikuda,Palaikuda Lagoon,Kalpitiya,North Western,8.1,79.78,4,3,1,2,3,1,1,1,1,0,2.0,70,Nov - Apr,Inner lagoon bay of Kalpitiya peninsula.
uchchamunai,Uchchamunai Island,Kalpitiya,North Western,8.4,79.7333,5,1,1,3,5,1,1,1,1,1500,4.0,73,Nov - Apr,Uninhabited sand island tip north of Kalpitiya.
velanai_nw,Dutch Canal Puttalam Section,Puttalam,North Western,8.0167,79.8333,3,1,2,2,1,1,1,3,1,0,2.0,70,Year round,Historic colonial canal constructed for salt transportation.
kalpitiya_mangrove,Kalpitiya Mangrove Island Tour,Kalpitiya,North Western,8.25,79.75,5,4,1,3,3,1,1,1,1,2500,3.0,81,Nov - Apr,Boat ride exploring island mangroves and wild birds.
wilpattu_kudremalai,Kudremalai Sea Cliff Wilpattu,Puttalam,North Western,8.52,79.85,5,3,3,4,4,1,1,4,1,2000,4.0,75,Feb - Oct,Red soil sea cliff inside Wilpattu national park.
ella_nine_arch_bridge,Ella Nine Arch Bridge & Little Adam's Peak,Ella,Uva,6.8749,81.0463,5,2,3,4,1,4,3,3,1,2000,5.0,96,Jan - Mar,Iconic colonial stone railway viaduct in a lush tea valley.
ella_rock_trek,Ella Rock Summit Trek,Ella,Uva,6.8558,81.0514,5,2,1,5,1,1,1,1,1,1500,4.5,89,Jan - Mar,Challenging hill country hike rewarding with cliffside valley views.
diyaluma_falls_upper,Diyaluma Falls & Upper Natural Pools,Koslanda,Uva,6.7322,81.0319,5,1,1,5,1,1,1,1,1,1000,4.0,90,Jan - Mar,220m waterfall featuring natural infinity rock pools at the top edge.
ravana_falls_cave,Ravana Falls & Ravana Cave,Ella,Uva,6.8406,81.055,4,1,3,3,1,2,2,4,1,500,2.0,86,Year round,Cascading roadside waterfall associated with King Ravana legend.
liptons_seat_lookout,Lipton's Seat & Dambatenne Factory,Haputale,Uva,6.7803,80.9708,5,1,3,3,1,2,2,4,1,1500,3.5,87,Jan - Mar,Panoramic mountain lookout surveyed by Sir Thomas Lipton.
dunhinda_falls_badulla,Dunhinda Falls,Badulla,Uva,7.0264,81.0658,5,2,1,3,1,1,1,1,1,500,2.5,82,Year round,64m misty waterfall created by Badulu Oya river.
kataragama_sacred_complex,Kataragama Sacred Shrine Complex,Kataragama,Uva,6.4133,81.3325,3,2,5,1,1,2,2,5,5,1000,3.0,91,Jul - Aug,"Multi-religious pilgrimage sanctuary for Buddhists, Hindus and Muslims."
buduruwagala,Buduruwagala Rock Carvings,Wellawaya,Uva,6.7361,81.0544,4,1,5,2,1,1,1,5,4,500,2.0,83,Year round,7 colossal 10th-century Mahayana Buddhist statues carved into a cliff.
muthiyangana,Muthiyangana Raja Maha Vihara,Badulla,Uva,6.9889,81.0583,2,1,5,1,1,1,1,5,5,500,1.5,80,Year round,Ancient Buddhist temple in Badulla blessed by Lord Buddha's visit.
madulsima,Madulsima (Mini World's End),Madulsima,Uva,7.0333,81.1667,5,2,1,5,1,1,1,1,1,1000,4.0,85,Jan - Mar,Spectacular mountain ridge escarpment towering over eastern plains.
gal_oya_park,Gal Oya National Park & Senanayake Samudra,Ampara border,Uva,7.2167,81.4667,5,5,2,4,1,1,1,2,1,12000,5.0,81,Mar - Jul,Safari park famous for boat safaris to watch swimming wild elephants.
haputale_gap,Haputale Gap & Prabhawa Mountain,Haputale,Uva,6.7667,80.95,5,1,2,3,1,2,2,2,1,500,2.5,84,Jan - Mar,Highland mountain gap offering Southern ocean views on clear days.
bambarakanda_falls,Bambarakanda Falls (Sri Lanka's Tallest),Kalupahana,Uva,6.7725,80.8358,5,1,1,4,1,1,1,1,1,500,3.0,88,Year round,Tallest waterfall in Sri Lanka (263m) surrounded by pine forests.
lanka_falls,Lanka Ella Waterfall,Kalupahana,Uva,6.7778,80.8306,5,1,1,4,1,1,1,1,1,500,2.5,80,Year round,Secluded waterfall dropping into a Bo-leaf shaped natural pool.
bogoda_bridge,Bogoda Wooden Covered Bridge & Temple,Hali-Ela,Uva,6.9667,81.0167,3,1,5,2,1,1,1,5,2,500,2.0,78,Year round,Oldest surviving roofed wooden bridge in Sri Lanka (16th century).
sorabora_wewa,Sorabora Wewa Reservoir,Mahiyanganaya,Uva,7.3167,81.0167,4,3,3,2,1,1,1,4,1,500,2.5,81,Year round,Ancient reservoir with a unique sluice gate carved out of natural rock.
mahiyangana_stupa,Mahiyangana Raja Maha Vihara,Mahiyanganaya,Uva,7.3186,80.9886,2,1,5,1,1,1,1,5,5,500,2.0,86,Year round,First stupa built in Sri Lanka during Lord Buddha's lifetime.
dambana_vedda,Dambana Vedda Indigenous Village,Mahiyanganaya,Uva,7.4167,81.1,3,2,5,2,1,1,3,4,1,1500,3.0,82,Year round,Settlement of Sri Lanka's indigenous Vedda forest dwellers.
rawana_ella_sanctuary,Ella Wildlife Sanctuary Trail,Ella,Uva,6.86,81.06,5,3,1,4,1,1,1,1,1,0,3.0,80,Jan - Mar,Forested hiking trail around Ravana falls valley.
halpewatte_tea,Uva Halpewatte Tea Factory,Ella,Uva,6.8917,81.0556,4,1,3,2,1,3,3,3,1,1000,2.0,85,Year round,Largest tea factory in Uva province offering guided tours.
adisham_bungalow,Adisham Monastery (St. Benedict's),Haputale,Uva,6.7722,80.9389,4,1,4,1,1,2,2,4,2,500,2.0,84,Year round,1931 Tudor-style country house turned Benedictine monastery.
idalgashinna_station,Idalgashinna Railway Station & Ridge,Haputale,Uva,6.7833,80.8833,5,1,2,3,1,1,1,3,1,0,2.5,87,Year round,Scenic ridge railway station with mist valley drop-offs on both sides.
kurundu_ella,Kurundu Oya (Kurundu Ella) Falls,Walapane border,Uva,7.0833,80.85,5,1,1,4,1,1,1,1,1,500,3.0,77,Year round,2nd tallest waterfall in Sri Lanka (206m) tucked in deep gorge.
diyaluma_lower,Diyaluma Lower Roadside Falls,Koslanda,Uva,6.7333,81.0333,4,1,1,2,1,2,1,1,1,0,1.5,86,Year round,Roadside view of Diyaluma's main 220m water drop.
maligawila_statue,Maligawila Buddha Statue & Dambegoda,Monaragala,Uva,6.7,81.3333,3,1,5,2,1,1,1,5,4,500,2.5,79,Year round,Largest free-standing 7th-century limestone Buddha statue (11.5m).
monaragala_peacock,Monaragala Peacock Hill (Mayuragiri),Monaragala,Uva,6.8667,81.35,4,2,2,3,1,1,1,2,1,0,2.5,72,Year round,Hill overlook tower watching over Monaragala town.
sellakataragama,Sella Kataragama Temple,Kataragama,Uva,6.4333,81.3167,3,2,4,1,1,2,2,4,5,500,2.0,82,Year round,Riverside shrine where Lord Kataragama met his consort Valli.
kebilithya_dewalaya,Kebilithya (Siyambalanduwa) Shrine,Yala Sanctuary,Uva,6.55,81.5,5,4,4,5,1,1,1,4,5,2000,6.0,76,Year round,Deep jungle spiritual sanctuary inside Yala wilderness.
rahangala_peak,Rahangala Mountain Peak,Boralanda,Uva,6.85,80.8833,5,1,1,4,1,1,1,1,1,0,3.5,73,Jan - Mar,Highland mountain peak near Welimada.
welimada_fruit,Welimada Agricultural Valley,Welimada,Uva,6.9,80.9167,4,1,2,1,1,3,3,1,1,0,2.0,74,Year round,Cool climate vegetable and fruit farming valley.
bandarawela_hotel,Bandarawela Colonial Town,Bandarawela,Uva,6.8333,80.9833,4,1,3,2,1,3,3,3,1,0,2.5,81,Jan - Mar,Highland health resort city with dry cool climate.
dowa_cave_temple,Dowa Rock Temple,Bandarawela,Uva,6.8278,81.0111,3,1,5,2,1,1,1,5,4,500,2.0,80,Year round,Ancient rock temple with an unfinished 12m standing Buddha carving.
demodara_loop,Demodara Railway Loop & Station,Demodara,Uva,6.9,81.0667,4,1,4,2,1,1,1,4,1,0,2.0,85,Year round,Civil engineering marvel where rail track loops under its own station.
ballaketuwa_waterfall,Ballaketuwa Falls,Ella,Uva,6.9167,81.0833,4,1,1,3,1,1,1,1,1,0,2.0,71,Jan - Mar,Secluded waterfall along Ella-Passara road.
passara_10th_mile,Passara Little World's End,Passara,Uva,6.9333,81.15,5,1,1,4,1,1,1,1,1,0,2.5,73,Year round,Cliff drop lookout point on the Passara mountain ridge.
 Namunukula_peak,Namunukula Mountain Range Peak,Badulla,Uva,6.9333,81.1167,5,2,1,5,1,1,1,1,1,0,5.0,78,Jan - Mar,"Highest peak in Uva province (2,036m) for adventure trekking."
thangamale_sanctuary,Thangamale Bird Sanctuary,Haputale,Uva,6.7667,80.9333,5,4,1,3,1,1,1,1,1,500,3.0,76,Jan - Mar,Highland pine forest bird sanctuary near Adisham.
surathali_falls,Surathali Falls,Haldummulla,Uva,6.75,80.85,4,1,1,2,1,1,1,1,1,0,1.5,75,Year round,60m waterfall cascading along Colombo-Badulla highway.
yalwela_waterfall,Yalwela Waterfall,Koslanda,Uva,6.74,81.02,4,1,1,3,1,1,1,1,1,0,2.0,70,Year round,Lesser-known waterfall near Koslanda.
kirindi_oya_falls,Kirindi Oya Falls,Wellawaya,Uva,6.7167,81.0167,4,1,1,3,1,1,1,1,1,0,2.0,72,Year round,116m high waterfall hidden in deep jungle.
handapanagala_tank,Handapanagala Reservoir & Elephants,Wellawaya,Uva,6.7167,81.1,4,4,1,2,1,1,1,2,1,0,2.5,74,Year round,Reservoir famous for evening wild elephant drinking herds.
weheragala_reservoir,Weheragala Dam & Park,Kataragama,Uva,6.45,81.25,4,4,1,2,1,1,1,2,1,1000,3.0,73,Year round,Reservoir inside Lunugamvehera national park catchment.
lunugamvehera_park,Lunugamvehera National Park,Tissamaharama border,Uva,6.3667,81.2,5,5,1,3,1,1,1,1,1,10000,4.0,77,Year round,Elephant corridor linking Yala to Udawalawe.
governors_pool_ella,Ravana Pool Club & Flying Ravana,Ella,Uva,6.87,81.05,4,1,2,5,1,4,2,1,1,4000,3.0,89,Jan - Mar,Mega zip-line adventure park and mountain pool club in Ella.
nine_arch_tunnel,Demodara Railway Tunnel,Ella,Uva,6.877,81.048,4,1,3,2,1,1,1,3,1,0,1.5,88,Jan - Mar,Tunnel #40 leading directly onto the Nine Arch Bridge.
ella_spice_garden,Ella Cooking Class & Spice Garden,Ella,Uva,6.87,81.044,2,1,4,1,1,5,3,2,1,4500,3.0,86,Year round,Popular Sri Lankan traditional rice and curry cooking school.
blackwood_tea,Blackwood Tea Estate View,Haputale,Uva,6.77,80.94,5,1,2,2,1,2,1,2,1,0,2.0,75,Jan - Mar,Highland tea viewpoint near Haputale gap.
beragala_gap,Beragala Pass Viewpoint,Beragala,Uva,6.7667,80.9167,5,1,1,3,1,2,1,1,1,0,1.5,79,Year round,Mountain pass junction offering sweeping southern plain views.
haldummulla_fort,Haldummulla Dutch Fort Ruins,Haldummulla,Uva,6.7667,80.8833,3,1,2,2,1,1,1,4,1,0,1.5,71,Year round,High-altitude Portuguese and Dutch redoubt ruins.
wellawaya_paddy,Wellawaya Agricultural Plains,Wellawaya,Uva,6.7333,81.1,4,2,2,1,1,2,1,2,1,0,2.0,70,Year round,Paddy field valley crossroads at the foot of Uva hills.
udawalawe_park,Udawalawe National Park,Udawalawe,Sabaragamuwa,6.4753,80.8889,5,5,1,3,1,1,1,1,1,13000,5.0,92,Year round,Open reservoir safari park famous for elephant herds.
adams_peak_sripada,Adam's Peak (Sri Pada),Nallathanniya,Sabaragamuwa,6.8096,80.4994,5,2,4,5,1,1,1,4,5,2500,8.0,90,Dec - May,"Sacred mountain pilgrimage climb of 5,500 stone steps."
pinnawala_orphanage,Pinnawala Elephant Orphanage,Kegalle,Sabaragamuwa,7.3009,80.3885,3,5,2,1,1,2,3,1,1,3000,3.0,87,Year round,Herd of rescued elephants with daily river bathing procession.
kitulgala_rafting_center,Kitulgala White Water Rafting,Kitulgala,Sabaragamuwa,6.9903,80.4136,5,2,1,5,1,2,1,2,1,5000,4.5,88,Year round,Grade 3 white-water rafting and canyoning on Kelani river.
sinharaja_rainforest_gate,Sinharaja Virgin Rain Forest,Deniyaya,Sabaragamuwa,6.4,80.4667,5,5,1,4,1,1,1,1,1,5000,5.0,86,Dec - Apr,UNESCO primary tropical rainforest biosphere reserve.
bopath_ella_falls,Bopath Ella Waterfall,Ratnapura,Sabaragamuwa,6.7947,80.3756,4,1,1,2,1,2,1,1,1,500,2.0,80,Year round,Bo-leaf shaped waterfall popular for family day visits.
ratnapura_gem_mines,Ratnapura Gem Mines & Museum,Ratnapura,Sabaragamuwa,6.6828,80.3992,2,1,4,2,1,2,4,4,1,1000,2.5,81,Year round,City of Gems famous for traditional sapphire mining pits.
elephant_transit_home,Elephant Transit Home (ETH),Udawalawe,Sabaragamuwa,6.4778,80.8917,3,5,1,1,1,1,1,1,1,1000,2.0,89,Year round,Rehabilitation sanctuary feeding orphaned elephant calves milk.
belilena_cave,Belilena Prehistoric Cave,Kitulgala,Sabaragamuwa,6.9833,80.4333,4,1,3,3,1,1,1,5,1,500,2.5,78,Year round,"Prehistoric cave where 12,000-year-old 'Balangoda Man' fossils were found."
pinnawala_zoo,Pinnawala Open Zoo,Kegalle,Sabaragamuwa,7.3025,80.3847,3,4,1,1,1,2,2,1,1,2000,2.5,79,Year round,First open-concept zoo in Sri Lanka showcasing native species.
sripada_sandagalathenna,Sandagalathenna (Sri Pada Trail),Ratnapura,Sabaragamuwa,6.8167,80.4833,5,2,2,5,1,1,1,2,3,0,6.0,77,Dec - May,Scenic Ratnapura-Palabaddala hiking route up Adam's Peak.
kuragala_monastery,Kuragala Ancient Buddhist Monastery,Balangoda,Sabaragamuwa,6.6333,80.8667,4,1,5,3,1,1,1,5,5,500,3.0,84,Year round,Historic cave monastery complex on a cliff edge near Balangoda.
mawanella_utuwankanda,Utuwankanda (Saradiel Rock),Mawanella,Sabaragamuwa,7.2525,80.4464,4,1,3,4,1,1,1,4,1,500,2.5,81,Year round,"Rock fortress associated with 'Saradiel', Sri Lanka's Robin Hood."
batadombalena,Batadombalena Archaeological Cave,Kuruwita,Sabaragamuwa,6.7722,80.3703,4,1,3,3,1,1,1,5,1,500,3.0,76,Year round,"Important palaeolithic cave site yielding 36,000-year-old human remains."
kirindi_ella,Kirindi Ella Waterfall,Pelmadulla,Sabaragamuwa,6.6833,80.4833,5,1,1,3,1,1,1,1,1,500,2.5,77,Year round,116m waterfall cascading into a deep pool near Ratnapura.
mapalana_falls,Mapalana Ella Waterfall,Ratnapura,Sabaragamuwa,6.7833,80.4333,5,1,1,4,1,1,1,1,1,0,3.0,74,Year round,141m waterfall tucked in Sri Pada peak foothills.
rahanwatta_falls,Rahanwatta Falls,Dehiowita,Sabaragamuwa,7.0333,80.2667,4,1,1,3,1,1,1,1,1,0,2.0,71,Year round,Cascade waterfall in Dehiowita rubber region.
embilipitiya_lake,Embilipitiya Chandrika Wewa,Embilipitiya,Sabaragamuwa,6.3333,80.85,4,2,1,2,1,2,2,2,1,0,2.0,76,Year round,Large reservoir park serving southern Sabaragamuwa.
samanalawewa_dam,Samanalawewa Dam & Reservoir,Balangoda,Sabaragamuwa,6.6833,80.7833,4,2,2,3,1,1,1,3,1,500,2.5,78,Year round,Hydroelectric dam lake set in scenic Balangoda mountain basin.
bulathkohupitiya_falls,Rikillagaskada / Bulathkohupitiya Waterfalls,Bulathkohupitiya,Sabaragamuwa,7.1167,80.35,5,1,1,3,1,1,1,1,1,0,2.5,75,Year round,Valley region famous for 7 cascading waterfalls including Nalangana.
